trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
175,0,175,0,320.30557329999283,,320.2725618002005,10,320.30557329999283,320.30557329999283,0.022988700307905674,321.9856338002719,[0.4583333333333333],[0.09166666666666666],[1],[0],[0],[1.6902736998163164],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
176,0,176,0,322.0147143001668,,321.9885271000676,5,322.0147143001668,322.0147143001668,0.013871300034224987,323.0358365001157,[-0.15],[-0.11],[1],[0],[0],[1.033621999900788],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
177,0,177,0,323.07354110013694,,323.0385761000216,10,323.07354110013694,323.07354110013694,0.024760600179433823,324.36818640027195,[0.22166666666666668],[-0.055],[1],[0],[0],[1.3051230004057288],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
178,0,178,0,324.3966728001833,,324.3708524000831,5,324.3966728001833,324.3966728001833,0.011870899703353643,325.50063250027597,[0.285],[0.08],[1],[0],[0],[1.118110100273043],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
179,0,179,0,325.5422588000074,,325.5032931002788,10,325.5422588000074,325.5422588000074,0.027228000108152628,326.61605090042576,[-0.015],[-0.23833333333333334],[1],[0],[0],[1.085731899831444],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
180,0,180,0,326.6454264000058,,326.6187213002704,5,326.6454264000058,326.6454264000058,0.013130700215697289,327.8990585003048,[-0.11333333333333333],[0.085],[1],[0],[0],[1.2673899997025728],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
181,0,181,0,327.93600920028985,,327.9020676002838,10,327.93600920028985,327.93600920028985,0.022342400159686804,331.4634558004327,[0.135],[-0.355],[1],[0],[0],[3.539269699715078],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
182,0,182,0,331.4930331003852,,331.46620790008456,5,331.4930331003852,331.4930331003852,0.013964599929749966,332.8648718004115,[0.47833333333333333],[0.265],[1],[0],[0],[1.3848572000861168],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
183,0,183,0,332.89215339999646,,332.86757110012695,5,332.89215339999646,332.89215339999646,0.016177500132471323,334.0626852000132,[0.445],[0.29333333333333333],[1],[0],[0],[1.1792058004066348],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
184,0,184,0,334.09163650032133,,334.06698940042406,5,334.09163650032133,334.09163650032133,0.016057500150054693,335.32874650042504,[0.24166666666666667],[0.20666666666666667],[1],[0],[0],[1.2462518000975251],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
185,0,185,0,335.3577803000808,,335.33140240004286,5,335.3577803000808,335.3577803000808,0.012031400110572577,336.894390700385,[0.04],[-0.17833333333333334],[1],[0],[0],[1.5512093999423087],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
186,0,186,0,336.92345910007134,,336.8970125000924,5,336.92345910007134,336.92345910007134,0.012399899773299694,338.1116830999963,[0.105],[-0.36333333333333334],[1],[0],[0],[1.2024679998867214],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
187,0,187,0,338.13970670010895,,338.1159596000798,5,338.13970670010895,338.13970670010895,0.015903000254184008,339.19271540036425,[0.055],[-0.43666666666666665],[1],[0],[0],[1.0614825002849102],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
188,0,188,0,339.24323840020224,,339.1970066004433,10,339.24323840020224,339.24323840020224,0.03645110037177801,341.19168930035084,[-0.31833333333333336],[0.23666666666666666],[1],[0],[0],[1.9587832000106573],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
189,0,189,0,341.22774390038103,,341.1943654003553,10,341.22774390038103,341.22774390038103,0.02286020014435053,342.5910590002313,[0.3233333333333333],[0.24333333333333335],[1],[0],[0],[1.374071099795401],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
190,0,190,0,342.6204252000898,,342.59382270043716,5,342.6204252000898,342.6204252000898,0.01293970039114356,344.2078611003235,[0.195],[-0.2733333333333333],[1],[0],[0],[1.6013579000718892],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
191,0,191,0,344.2516984003596,,344.2113888002932,10,344.2516984003596,344.2516984003596,0.030340800061821938,345.85738150030375,[-0.19333333333333333],[0.245],[1],[0],[0],[1.615860499907285],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
192,0,192,0,345.8853487004526,,345.8608460002579,5,345.8853487004526,345.8853487004526,0.012897399719804525,347.4392518000677,[0.40166666666666667],[-0.43833333333333335],[1],[0],[0],[1.565884499810636],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
193,0,193,0,347.46800060011446,,347.4419880001806,5,347.46800060011446,347.46800060011446,0.013888400048017502,349.05613650009036,[-0.08666666666666667],[-0.14833333333333334],[1],[0],[0],[1.6004687999375165],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
194,0,194,0,349.09353650035337,,349.05929300002754,10,349.09353650035337,349.09353650035337,0.024114400148391724,350.8200604002923,[0.015],[0.24833333333333332],[1],[0],[0],[1.7369059999473393],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
195,0,195,0,350.8570348001085,,350.82289870036766,10,350.8570348001085,350.8570348001085,0.023870499804615974,352.10282830009237,[-0.33],[0.018333333333333333],[1],[0],[0],[1.2563426000997424],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
196,0,196,0,352.13215210009366,,352.1054587000981,5,352.13215210009366,352.13215210009366,0.012727199587970972,353.4364109002054,[-0.125],[-0.405],[1],[0],[0],[1.3184372996911407],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
197,0,197,0,353.4648936004378,,353.43946360005066,5,353.4648936004378,353.4648936004378,0.013328900095075369,354.38556840037927,[-0.18666666666666668],[-0.405],[1],[0],[0],[0.9331257999874651],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
198,0,198,0,354.4142479002476,,354.38832160038874,5,354.4142479002476,354.4142479002476,0.013995799701660872,355.6016133003868,[-0.345],[-0.275],[1],[0],[0],[1.1995772998780012],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
199,0,199,0,355.64066170016304,,355.6042390000075,10,355.64066170016304,355.64066170016304,0.025651500094681978,356.6832497003488,[-0.37833333333333335],[-0.29],[1],[0],[0],[1.0535876997746527],['target'],369964,001,2024-10-10_18h44.00.537,visualsearch,2024.1.5,None,2024-10-10 18h44.07.375286 +0530,
